username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,,,,,,,,
history in the making #myvote #voteforhillary #imwithher #election2016 #greenwichvillage #… https://www. instagram.com/p/BMjtzTkDkZr/ pic.twitter.com/PlBcvc3ZB0,,,,,,,,,,
Go vote! #VoteForHillary #IVoted https:// twitter.com/lala/status/79 6003491953029120 …,,,,,,,,,,
Get your voting information here! #VoteForHillary #VirWINia #ImWithHer #StrongerTogether pic.twitter.com/hfcxvpkDX6,,,,,,,,,,
Rock the VOTE #rockthevote #imwithher #democrat #dumpthetrump #voteforhillary #voteforpeace … https://www. instagram.com/p/BMjtc-ejn49/,,,,,,,,,,
I Voted .... Have You ???? #imwithher #dontboovote #voteforhillary https://www. instagram.com/p/BMjtXR4jObZb M8VyLn-cXhpxAm1sALP6DXkEZA0/ …,,,,,,,,,,
Voting is an amazing privilege. Don't waste yours. #VoteForHillary #ImWithHer #IVoted https:// twitter.com/nicolemerchut/ status/796040756838469632 …,,,,,,,,,,
Let's prove this racist a$$hole wrong. #VoteForHillary https:// twitter.com/rudygiulianigo p/status/795821379580989440 …,,,,,,,,,,
Oh, I do care! I want him to go down in flames. #VoteForHillary https:// twitter.com/rudygiulianigo p/status/795977486559547393 …,,,,,,,,,
Voting is fun! #VoteForHillary #ImWithHer #IVoted https:// twitter.com/koreykuhl/stat us/796018697143889920 …,,,,,,,,,,
Every vote matters #VoteForHillary We only have one chance to get this right. #ImWithHer #VirWINia https:// twitter.com/realclearnews/ status/796039664759164929 …,,,,,,,,,,
#blacklivesmatter #voteforhillary https://www. instagram.com/p/BMjssy8jggE/,,,,,,,,,,
America, do the right thing. This election is test of your I.Q. Don't let the whole world down! #voteforhillary,,,,,,,,,
#voteforhillary she will make pease to America so vote for her all Americans get up and #vote . https://www. instagram.com/p/BMjsm39DIhy/,,,,,,,,,,
All we are saying ... is give peace a chance - #imwithher #voteforhillary tomorrows too late. https://www. instagram.com/p/BMjsIvAhHw7/,,,,,,,,,,
Oh yeah, he can't shut up! Sad that everything he says is crap. #VOTEFORHILLARY for President TODAY! Make your vote count https:// twitter.com/KFILE/status/7 96038654946840576 …,,,,,,,,,
Going to Vote wth my girls #voteforhillary @SW Philly https://www. instagram.com/p/BMjr947gkVJq vG8QjkWn9YxlE9PpiJ4kGulWnc0/ …,,,,,,,,,,
#tushietuesdays #voteforhillary #americana https://www. instagram.com/p/BMjrmNHDlAp/,,,,,,,,,,
I usually do not mix religion, work and politics, accept for today: PLEASE VOTE! Your vote counts! #voteforHillary https:// twitter.com/HillaryClinton /status/795463782671798272 …,,,,,,,,
#PrayFor que no gane la escoria de Trump y su discurso de odio. El mundo depende de los votantes en USA. #VoteForHillary #ElectionDay pic.twitter.com/mMLOqFAjPB,,,,,,,,,,
WE LOOK BAD BUT YALL NEED TO GET OUT AND VOTE FOR WHO YOU WANT VOTE FOR #voteforhillary #dumptrump #shakeitforhillary pic.twitter.com/5pWCwQBgUB,,,,,,,,,,
Impressionant CAMPANYA de la FUTURA PRESIDENTA DELS EUA! #ImWithHer #voteforhillary #votehillary https:// twitter.com/HillaryClinton /status/795003547968385024 …,,,,,,,,,,
#VoteForHillary . For this reason. For countless more. #ImWithHer pic.twitter.com/nsClKEAvS2,,,,,,,,,,
#voteforhillary #votevotevote people i was in and out this morning in 10 mins. #everyvotecounts … https://www. instagram.com/p/BMjqoSLhk0P/,,,,,,,,,,
Good luck to both candidates #bonsaikidshaircare #kidscuts #vote #votetrump #voteforhillary #votetoday #vote2016 #hair #tuesdaymotivation pic.twitter.com/AAJYMy0Zql,,,,,,,,,,
#voteforhillary,,,,,,,,,,
#voteforhillary https://www. instagram.com/p/BMjqP0-jmEG/,,,,,,,,,,
"#ClintonCampaign : ""I don't think this is the right time for a #MiddleClass #TaxCut ..."" http:// wikileaks.org/podesta-emails … #VoteForHillary pic.twitter.com/u2D7CLIJaG",,,,,,,,,,
Hillary just needs to win Florida and North Carolina and the #nation will be #saved #voteforhillary,,,,,,,,,,
The Chang's pant suit up to vote for the next Madame President. #firstvote #voteforhillary … https://www. instagram.com/p/BMjpw4HAfQP/,,,,,,,,,,
Vote For Climate Change, Raise the MinimumWage, Equality, Women ,Decency #VoteForHillary #ElectionDay #ElectionNight #Election2016 @vine https:// twitter.com/politico/statu s/796029041505665024 …,,,,,,
#voteforhillary http:// realtimepolitics.com/2016/11/06/wat ch-hillary-clinton-just-released-her-final-campaign-ad-get-ready-to-stand-up-and-cheer-video/ …,,,,,,,,,,
The birth of her baby girl wasn't gonna stop her from voting. #USElections2016 #VoteForHillary http:// fb.me/2w8gf6VbT,,,,,,,,,,
"Oil on panel. Part of ""Confronting Wonder Woman"" series. #Vote #voteforwomen #voteforhillary … https://www. instagram.com/p/BMjpNpYjFpS/",,,,,,,,,,
#ImWithHer #VoteForHillary pic.twitter.com/dffq40KiLB,,,,,,,,,,
Okay, America, today's the day. I believe in you. I know you can do it! #voteforhillary #DontBooVote #Election2016 pic.twitter.com/VL7JmoS6Nj,,,,,,,,
#voteforhillary :) candidata que muestra fuerza Pd. Yo no voté por Peña en su tiempo,,,,,,,,,,
Today,"Tuesday November 8th is general Election Day! ""Voting is important to be able to voice ur opinions #imwithher2016 #voteforhillary pic.twitter.com/GFJkawmWc1",,,,,,,,,
I voted!!!! #Vote #election2016 #votebymail #votebymailballot #voteforhillary https://www. instagram.com/p/BMjosCThQ6H/,,,,,,,,,,
#FuckTrump #FuckGaryJohnson #FuckJillStein #VoteForHillary #ImWithHer,,,,,,,,,,
Time 2 vote! If you haven't voted 4 @HillaryClinton yet, get it done before the polls close. #DedicateYourVoteToAWoman #VoteForHillary pic.twitter.com/uOr9zkoY7B,,,,,,,,,
She never gives up and never will. #VoteForHillary today pic.twitter.com/NluWCrZgxF,,,,,,,,,,
Happy #ElectionDay2016 ! Make sure you let your voice be heard and vote! #voteforhillary #imwithher #nastywomenvote #pantsuitnation pic.twitter.com/v44fgrULF6,,,,,,,,,,
I just can't understand why ANY WOMAN vote for Trump #myvote2016 #voteforhillary,,,,,,,,,,
Voting line stretching waaaaay around the block #voteforhillary #imwithher #dontvotefortheorangeguy http:// ln.is/www.instagram. com/p/GUhcI …,,,,,,,,,,
#ImWithHer #VoteForHillary Women Make The World Go Round We Can Do Anything ! pic.twitter.com/uWKw6DKrA1,,,,,,,,,,
shiiiiiiiiiu fica quietinho fica pfvr #VoteForHillary https:// twitter.com/realdonaldtrum p/status/795954831718498305 …,,,,,,,,,,
Make the right choice America. Your vote counts. #voteforhillary or we're all screwed. https://www. instagram.com/p/BMjn6eNhpEN/,,,,,,,,,,
#Vote2016 #voteforhillary,,,,,,,,,,
Madonnas Konzert für Hillary Clinton https://www. instagram.com/p/BMiZnHpB9ir/ #voteforhillary #likeaprayer #madonna @madonna,,,,,,,,,,
The wisdom of Nyc streets #imwithher #hillaryclinton #voteforhillary #hillary2016 https://www. instagram.com/p/BMjm-GEBHry/,,,,,,,,,,
última vez que os EUA votaram certo #EleicoesNosEUA #VoteForHillary pic.twitter.com/47S0FNSfpr,,,,,,,,,,
#VoteForHillary today, because she is about #unity . Not division. #ImWithHer pic.twitter.com/IcyyJX4XuL,,,,,,,,,
This day is important for the whole world. #voteforhillary and save democracy! regrann from… https://www. instagram.com/p/BMjmtUhhdnG/,,,,,,,,,,
Just VOTED FOR THE NEXT PRESIDENT OF THE UNITED STATES @HillaryClinton #VoteForHillary #Election2016 pic.twitter.com/rzbJIXX8HF,,,,,,,,,,
In this election there is no contest, I stand with #VoteForHillary https:// ironmanlongrunr.wordpress.com/2016/11/07/i-s tand-with-her/ …,,,,,,,,,
Think this top is appropriate for today #voteforhillary with the perfect filter 'rise' let's… https://www. instagram.com/p/BMjmSOJjECa/,,,,,,,,,,
Qualified and Prepared vs Winging it and Riding a Wave of Hate. No contest! #VoteForHillary #NoToTrump,,,,,,,,,,
Listen to Beyoncé and #voteforhillary,,,,,,,,,,
Make sure you let your voice be heard today. #Vote #voteforhillary #election2016 #imwithher #hillaryclinton http:// fb.me/12iAlK69g,,,,,,,,,,
@elliegoulding I just took you with me to #voteforhillary #ImWithHer #hillaryforpresident #StrongerTogether #ElectionDay #elliegoulding pic.twitter.com/WB5YSJaunO,,,,,,,,,,
#voteforhillary #imwithher #americathegreat #applepie #celebrate https://www. instagram.com/p/BMjlXG7A6lv/,,,,,,,,,,
Bing students, Harmonizers, and anybody else reading this, please #VoteForHillary today!! #ImWithHer #BearcatsForHillary #ThatsMyGirlHillary,,,,,,,
Why #VoteForHillary today? She wants to make quality, affordable child care a reality for families. Something we need now. pic.twitter.com/VrIqF6VaSu,,,,,,,,,
Very good article and video, showing the how, when and why of the rise of the Tea-Party and Trump. And why we all should #voteforhillary https:// twitter.com/alicebonasio/s tatus/795226181855494144 …,,,,,,,,
#Vote #ImWithHer #voteforhillary,,,,,,,,,,
Oprah said it best #VoteForHillary pic.twitter.com/L0G1iOyrXS,,,,,,,,,,
Please America, don't fuck up. #voteforhillary,,,,,,,,,
Y'all la bitches better vote #voteforhillary #ImWithHer ..,,,,,,,,,,
Just voted, now to phone bank #VoteAgainstHateNov8 #voteforhillary Vote to give our children a future of opportunity, acceptance, not hate,,,,,,,
Mishandled emails vs racism, sexism, fraud, and sexual predator. No contest #VoteForHillary Vote #NoToTrump,,,,,,,
It’s #ElectionDay ! Join millions of Americans & #VoteForHillary . Not sure where to go? Visit http://www. IWillVote.com/locate #ImWithHer,,,,,,,,,,
Once again, I really love us #VoteForHillary #ShakeItForHillary https://www. instagram.com/p/BMjj8mCA36A/,,,,,,,,,
Vote with hope for our future. Vote against racism, misogyny, hate, and fear. #VoteForHillary vote #NoToTrump,,,,,,,
#imwithher #voteforhillary #lovetrumpshate @Wright State University https://www. instagram.com/p/BMjj67YATa_/,,,,,,,,,,
#NoFear #Unity #VoteForHillary today. THAT is how to make America even greater. pic.twitter.com/A7IY66c3gR,,,,,,,,,,
Yooo they killing me with these #voteforhillary pictures & memes,,,,,,,,,,
Go out to vote #VoteForHillary we can't say we don't want Trump and not vote pic.twitter.com/4INanC4EzR,,,,,,,,,,
I'm hungry for lunch an hour early. Stupid time change. #VOTEFORHILLARY,,,,,,,,,,
Words to think about when going to vote. #ElectionDay #VoteBlue #VoteThemOut #VoteforHillary https:// twitter.com/NoSurrenderBJ/ status/795804505153695745 …,,,,,,,,,,
#VoteForHillary,,,,,,,,,,
#voteforhillary https://www. instagram.com/p/BMjjTKvBnMd3 SiV4y2lA6bcGUj5f_COKrCN8hc0/ …,,,,,,,,,,
Go vote! Our ppl didn't MARCH & FIGHT for us to vote for nothing! #voteforhillary pic.twitter.com/3w59njkgIy,,,,,,,,,,
Today is the day everybody! #imwithher2016 #voteforhillary,,,,,,,,,,
Get out there and vote! #werewithher #voteforhillary #vote #america #usa #imwithher https://www. instagram.com/p/BMji8JaFUdW/,,,,,,,,,,
Exercising my right to vote. #imwithher #voteforhillary #vote … https://www. instagram.com/p/BMjizgcjolB/,,,,,,,,,,
Hello, social media. It's been too long. Also, GO OUT AND VOTE!! :))) ♡♡♡♡ #VoteForHillary … https://www. instagram.com/p/BMji2TMAyw1/,,,,,,,,
#voteforhillary @Westside, Houston, Texas https://www. instagram.com/p/BMji13whK_I/,,,,,,,,
I've always been with her (photo 2004). #imwithher #voteforhillary #vote2016 #nastywomenvote https://www. instagram.com/p/BMjii7vAzzo/,,,,,,,,,,
#gmail update for #ios crappy. When I forward an #email I can't delete text. #hillary #hillaryclinton2016 #voteforhillary #USA2016 and you?,,,,,,,,,,
Oh, and thanks in advance #vote #voting #votewisely #voteforhillary #votenow #imwithher #votetoday pic.twitter.com/gfQZyqnP3o,,,,,,,,,
And today's the day. #ImWithHer #VoteForHillary pic.twitter.com/Hlff6x6mQy,,,,,,,,,,
To all my followers in the USA you have to vote for Hillary Clinton. #VoteForHillary #VotoLatino #electionday,,,,,,,,,,
So go out there and vote for hillaryclinton #vote #voteforhillary @Hilton Hotel, Trinidad, W. I. https://www. instagram.com/p/BMjh345gT7O/,,,,,,,,
Go Hillary! #voteforhillary #electionday2016 #womanpower https://www. instagram.com/p/BMjh2-jhOm-e d5DYBj_kdW-3ODyfVAGY5xDEPU0/ …,,,,,,,,,,
Did my part today... #voteforhillary https://www. instagram.com/p/BMjh2VuARzTC N8cAP65ArkkQHHoSmSauG04fs40/ …,,,,,,,,,,
today is the Election Day and I just wanted to say that if u don't vote for Hillary, u don't vote at all #vote2016 #voteforhillary,,,,,,,,,
Hillary aaey gi, to he America dooby ga. #voteforhillary,,,,,,,,,
Why #VoteForHillary ? She supports the fight for paid family leave, which we need. #StrongerTogether pic.twitter.com/e9LSWvV91x,,,,,,,,,
#voteforhillary #voteforwhoyouwant #ivoted #imwithher https://www. instagram.com/p/BMjhgXegtTz/,,,,,,,,,,
Providing free legal advice for the poor = one of the ways @HillaryClinton spent her time at @YaleLawSch . #VoteForHillary today! pic.twitter.com/ggqqu6RzKa,,,,,,,,,,
My mom is afraid of getting deported even though she has her green card #voteforhillary pic.twitter.com/OfPekdfabs,,,,,,,,,,
Pant suit VOTED I'M WITH HER And I'm HAPPY #Voted #GoVote #PantSuit #ImWithHer #HRC #VoteForHillary #HappinessTheArtist pic.twitter.com/WKJsrLhDSw,,,,,,,,,,
If I could, I would ... #VoteForHillary #ImWithHer #electionday #VotoLatino,,,,,,,,,
Probably going to send @HannahMullikin1 snapchats of #voteforhillary today bc she hates it.,,,,,,,,,,
First woman president in the making #ivoted #voteforhillary,,,,,,,,,,
Just got don't voting for my girl Hillary Clinton #nyc #justjoshview #voteforhillary … https://www. instagram.com/p/BMjgsxXhgid/,,,,,,,,,,
#iamwithher #ivoteforher #voteforhillary #vote #election2016 #election #americanhorrorstory … https://www. instagram.com/p/BMjgkdUB4yi/,,,,,,,,,,
#VoteForHillary,,,,,,,,,,
We're having an awesome day already! We already went to #voteforhillary and we even spent time… https://www. instagram.com/p/BMjgWpQhkwj/,,,,,,,,,,
Less than 24 hours till we know who the 45th US President will be. Hopefully it won't be @realDonaldTrump . #Vote2016 #voteforhillary,,,,,,,,,,
GUYS REALLY, DON'T VOTE FOR TRUMP! #ImWithHer #voteforhillary,,,,,,,,,
Get out there and #VOTEFORHILLARY #ImWithHer #Election2016 #ElectionDay #vote #Vote2016 @HillaryClinton pic.twitter.com/q6Fwoh6mX8,,,,,,,,,,
#voteforhillary https:// twitter.com/realdonaldtrum p/status/795954831718498305 …,,,,,,,,,,
Yo voto por Hillary. #VoteForHillary,,,,,,,,,,
It's Election Day in America! Go out and vote! #vote #voteforhillary #america #history #usa … https://www. instagram.com/p/BMjfkqPlf1U/,,,,,,,,,,
#VoteforHiLLARY #ImWiTHHER pic.twitter.com/S2HMSjbQHs,,,,,,,,,,
Sorry bruh, you not making it to the throne #VoteForHillary https:// twitter.com/realdonaldtrum p/status/795954831718498305 …,,,,,,,,,
Dear America, Just vote for Hillary Clinton. Thank you. #ElectionDay #VoteForHillary,,,,,,,,,
Don't let #OBAMA 's legacy down!! #VOTE 4 #LOVE , #ImWithHer , #VOTEforHillary https://www. instagram.com/p/BMje4nejWB2/,,,,,,,,
rt if you support hillary #ElectionNight #Election2016 #HilaryClinton #Vote2016 #voteforhillary @HillaryClinton,,,,,,,,,,
I'm with Her #voteforhillary pic.twitter.com/iG1xiNXcFB,,,,,,,,,,
If you're american and you can vote, you better vote for Hillary right now ! #ElectionNight #voteforhillary,,,,,,,,,
#voteforhillary https:// twitter.com/hillaryclinton /status/619265009651163136 …,,,,,,,,,,
If #HilaryClinton will win Florida's battle, she will win the entire war! Will see... #voteforhillary #ElectionDay pic.twitter.com/sFwhGJdI3b,,,,,,,,,
#voteforhillary hispanics voting for trump thats sad , hispanic community needs to stick together,,,,,,,,,
It’s Election Day Go out & Vote! #imwithher #hilary2016 #voteforher #voteforhillary http:// bit.ly/2fBbPsv pic.twitter.com/g12AkrxxLE,,,,,,,,,,
In line about to #vote #voteforhillary https://www. instagram.com/p/BMjeMM1B4UW/,,,,,,,,,,
Your vote counts don't be stupid go vote. Plus MARIJUANAS IS ON THE BALLOT!!! #voteforhillary https://www. instagram.com/p/BMjeJ-Qj07o/,,,,,,,,,,
#VoteFTW #voteforhillary #BlueWave2016 pic.twitter.com/GHdcx2GFw5,,,,,,,,,,
#VoteForHillary F*ck #DonaldTrump I'll try to deal with #HillaryClinton bs rather then Trump… https://www. instagram.com/p/BMjeFIcDWQf/,,,,,,,,,,
Please USA, vote for the first woman as president! #Vote2016 #voteforhillary #girlpower,,,,,,,,,
today is the day i know if my family gets deported or not. #electionday #voteforhillary #FDT,,,,,,,,,,
I voted in my first election #VoteForHillary #DoItForClintons #DontTrumpAmerica #DontDavidDukeLouisianaEither #Vote2016,,,,,,,,,,
Don't forget to vote today!!! #voteforhillary #hillaryclinton #hillary2016 #madampresident https://www. instagram.com/p/BMjdRQYj-Ly/,,,,,,,,,,
#imwithher #voteforhillary https://www. instagram.com/p/BMjdIVyB0oe/,,,,,,,,,,
BIG FREEDIA SAID IT BEST. VOTE FOR HILLARY! #LoveTrumpsHate #ImWithHer #VoteForHillary https:// twitter.com/karrry_/status /794355747467513856 …,,,,,,,,,,
Fuck Trump #voteforhillary,,,,,,,,,,
I'm no american but I'm with her! #voteforhillary #USelection2016 pic.twitter.com/62PuYKiMh1,,,,,,,,,,
VOTE FOR HILLARY! idc if she a liar yall boyfriends lie to yall everyday & yall still fuck with him! #VoteForHillary,,,,,,,,,,
& #voteforhillary & #flipthesenate @Land of Medicine Buddha https://www. instagram.com/p/BMjcr8zDktX/,,,,,,,,,,
#MyVote2016 is @HillaryClinton #ImWithHer #StrongerTogether #ElectionDay #Election2016 #VoteForHillary #HillaryClintonForPresident #GoVote #,,,,,,,,,,
#vote #voteforhillary if you can wait in line at Walmart or Six Flags.....you can wait to vote!… https://www. instagram.com/p/BMjcoC6hjOS/,,,,,,,,,,
#VoteForHillary #VoteForHillary #VoteForHillary #VoteForHillary #VoteForHillary #VoteForHillary #VoteForHillary Every vote counts,,,,,,,,,,
